ID,Title,URL,"Pin Score",Saves,Position,"Is Repin","Created At",Comments,Repins,Reactions,"Keyword Annotations","Image URL","Board URL","Profile URL",Description
18788523442490166,"Transform Your Apartment Balcony into a Lush Green Oasis with Amazon Finds",https://www.pinterest.com/pin/18788523442490166,N/A,3508,11,1,"Jan 31, 2026",13,0,1097,"Patio Balcony Ideas, Apartment Porch, Ideas Terraza, Apartment Balcony Garden, Diy Balcony, Balcony Privacy, Small Balcony Garden, Tiny Balcony, Small Balcony Design",https://i.pinimg.com/736x/c3/10/93/c31093fdbfafa06337977b2c419cb81f.jpg,"Board not found",https://app.pinclicks.com/accounts/Mcoordinadora,"Create the ultimate outdoor retreat with this apartment balcony makeover featuring stylish decor, cozy furniture, and ambient lighting—all from Amazon. With lush greenery, flowing outdoor curtains, and thoughtfully curated pieces, this space feels like a private oasis perfect for relaxing or entertaining. Get the inspiration and products you need to refresh your outdoor space. Shop here and transform your balcony today!"
255086766389706015,"Balcony decor small spaces | Balcony privacy screens, Apartment decorating balcony, Balcony decor ideas",https://www.pinterest.com/pin/255086766389706015,N/A,7464,12,1,"Feb 2, 2026",15,0,1024,"Balcony Decor Small Spaces, Apartment Decorating Balcony, Cute Balcony Ideas Small Spaces, Balcony Privacy Screens, Balcony With Grill Ideas, Apartment Decor Balcony, Little Patio Ideas, Patio Inspiration Apartment, Outdoor Small Balcony Ideas",https://i.pinimg.com/736x/ee/bc/e7/eebce70b3e9734dae347dde83dce38c4.jpg,"Board not found",https://app.pinclicks.com/accounts/kayjay4u2," "
20899585764826009,"Rustic Wooden Table on Porch | Small aesthetic balcony, Aesthetic balcony apartment, Outdoor living",https://www.pinterest.com/pin/20899585764826009,N/A,82550,13,1,"Jul 13, 2024",22,588,4846,"Small Aesthetic Balcony, Aesthetic Small Balcony, Aesthetic Balcony Apartment, Small Balcony Aesthetic, Aesthetic Apartment Balcony, Balcony Inspo Apartment, Apartment Balcony Aesthetic, Wooden Balcony Apartment Style, Wooden Balcony Apartment",https://i.pinimg.com/736x/58/af/c4/58afc4b0167623d4f7e749aa7036adfd.jpg,"Board not found",https://app.pinclicks.com/accounts/gulenbebefoto," "
5488830791095885,balcony,https://www.pinterest.com/pin/5488830791095885,N/A,1127,14,1,"Aug 10, 2024",0,365,42,"Cozy Balcony With Pallet Furniture, Balcony Ideas Apartment Aesthetic, Aesthetic Balcony Apartment, Apartment Aesthetic Balcony, Aesthetic Apartment Balcony, Balcony Inspo Apartment, Balcony Apartment Aesthetic, Apartment Balcony Couch, Apartment Balcony Aesthetic",https://i.pinimg.com/736x/a2/c0/2f/a2c02ff7641ea5713858816ecf147f0e.jpg,"Board not found",https://app.pinclicks.com/accounts/ganeshaperez," "
494199759133892425,"16 Inspiring Small Balcony Decorating Ideas for Modern Outdoor Living",https://www.pinterest.com/pin/494199759133892425,N/A,359,15,1,"Feb 2, 2026",0,0,7,"Smallbalcony Ideas, Balcony Decor Small Spaces, Small Long Balcony Ideas, Simple Balcony Ideas Apartment, Small Patio Balcony Ideas, Cute Small Balcony Ideas, Ideas For Balcony Decoration, Small Terrace Design Ideas, Balcony Deco",https://i.pinimg.com/736x/e3/fa/2a/e3fa2a72edd1e3d8e9eac1e3859f02b5.jpg,"Board not found",https://app.pinclicks.com/accounts/kaciethompson17," "
457959855881570151,"10 Must-See Small Balcony Designs You Can Recreate",https://www.pinterest.com/pin/457959855881570151,N/A,111,16,1,"Feb 2, 2026",0,0,19,"Small Open Balcony, Furniture For Balcony, Apartment Balcony Furniture, Balcony Furniture Ideas, Balcony Furniture Ideas Apartments, Small Balcony With Two Chairs, Small Balcony Furniture Ideas, Apartments Balcony Ideas, Balcony Ideas On A Budget",https://i.pinimg.com/736x/cd/ec/0b/cdec0be2c3541070a0ec249365f30080.jpg,"Board not found",https://app.pinclicks.com/accounts/suyinp,"Enhance warmth and harmony with beige tones! These small balcony ideas use soft, creamy hues and natural textures to create an inviting environment. Layered cushions, light wood, and simple accents tie the look together beautifully. It’s understated sophistication that soothes the senses. #BeigeBalcony #WarmDecor"
281543721239873,"Apartment balcony",https://www.pinterest.com/pin/281543721239873,N/A,25330,17,1,"Jul 10, 2023",7,3041,381,"Cozy Balcony With String Lights, How To Decorate Small Balconies, Modern Balcony Decor, Relaxing Outdoor Space Ideas, String Lights Patio Setup, Screened In Apartment Patio, Vibey Apartment Balcony, Curtains On Balcony Apartment, Apartment Balcony Curtains",https://i.pinimg.com/736x/89/e8/ac/89e8ac2837bb69477fa74d0c4344040a.jpg,https://app.pinclicks.com/accounts/itsmattieyall/boards/21289134,https://app.pinclicks.com/accounts/itsmattieyall,"Target barcart, boho, string lights, small spaces, apartment balcony"
92534967361804522,"Balcone arredamento | Balcone arredato, Idee deco",https://www.pinterest.com/pin/92534967361804522,N/A,9918,18,1,"Feb 1, 2026",2,1,493,"Balcony Ideas, Terrace Decoration Ideas, Small Balcony Decoration, Balcony Furniture Ideas, Small Balcony Design Apartments, Balcony Railing Ideas, Balcony Oasis, Balcony Outdoor Furniture, Outdoor Furniture Ideas For Small Spaces",https://i.pinimg.com/736x/47/3a/72/473a722ffd40f87963b19e899e9a98c2.jpg,"Board not found",https://app.pinclicks.com/accounts/cat7156," "
252272016622182127,"Cozy Balcony Decor – Warm Evening Ambiance with String Lights",https://www.pinterest.com/pin/252272016622182127,N/A,2584,19,1,"Jan 31, 2026",0,0,185,"Outdoor Balcony Lights, Long Balcony, Balcony Lighting Ideas, Apartment Balcony Aesthetic, Cozy Balcony, Balcony Ideas Apartment, Balcony Lights, Cozy Balcony Aesthetic, Balcony Apartment Decor",https://i.pinimg.com/736x/cb/d0/0c/cbd00c1ad2793a11790889d3279069f9.jpg,https://app.pinclicks.com/accounts/manonsoyez1908/boards/18594242,https://app.pinclicks.com/accounts/manonsoyez1908,"Turn your balcony into a romantic evening retreat with this cozy setup. Featuring string lights, candles, and soft furnishings, this space radiates warmth and comfort. Perfect for small outdoor spaces or apartment balconies looking for a boho-chic glow-up.  #BalconyDecor #CozyBalcony #OutdoorLiving #StringLightsDecor #RomanticSpaces #EveningVibes #ApartmentBalcony #BohoOutdoor #HomeDecorIdeas #BalconyInspo"
6333255723827967,"Home Design Ideas",https://www.pinterest.com/pin/6333255723827967,N/A,19304,20,1,"Mar 30, 2025",17,0,3074,"Diy Balcony Decor Ideas, How To Decorate A Small Balcony, Modern Balcony Decor, Small Balcony Decorating Ideas, Apartment Garden Balcony, Apt Balcony Ideas, Balcony Decor Ideas For Apartments, Balcony Idea, Diy Balcony Decor Inspiration",https://i.pinimg.com/736x/0b/a5/c2/0ba5c2ed137bb90b2893cbf0156db366.jpg,https://app.pinclicks.com/accounts/nancysalmeronp/boards/18470273,https://app.pinclicks.com/accounts/nancysalmeronp,"Wow! 😍 1, 2, or 3?⬇️🌸 Which is your favorite?🔥 #balcony #garden #homedecor #fyp  Follow @illusethat"
